Rank,School Rank,School,Team,Solved,Penalty,Medal,Member1,Member2,Member3,Unofficial,Girl
1,1,北京大学,逆十字,10,1258,Gold,周雨扬,孔朝哲,潘骏跃,N,N
2,2,复旦大学,小喵喵不喜欢计算几何,10,1469,Gold,刘明君,薛振梁,裘家浩,N,N
3,3,清华大学,小万邦,8,825,Gold,房励行,王思齐,袁方舟,N,N
4,4,西安电子科技大学,辛几何旋律,8,1256,Gold,冯畅,周灿,湛忠胜,N,N
5,,北京大学,我垫你们底,8,1324,Gold,叶炜宁,周驿东,王欣灏,N,N
6,5,杭州电子科技大学,吾有一數，名之曰「誒」,7,671,Gold,侯津涛,白旭东,郑凯心,N,N
7,6,香港大学,赛博大学人会梦到空中云课堂么？,7,696,Gold,刘柏成,吕治衡,姜佳禾,N,N
8,7,浙江大学,Solitary Dream,7,698,Gold,于倚岑,彭博,褚写庭,N,N
9,8,上海交通大学,空隙之线,7,779,Gold,倪文韬,唐嘉铭,李至丹,N,N
10,9,中山大学,SYSU_午餐奶,7,881,Gold,傅畅,刘宇轩,刘瀚之,N,N
11,,广东外语外贸大学,纸上牧羊,7,913,Gold,曾迪鸿,林冠权,汪鹏飞,N,N
12,,中山大学,SYSU_未完待续,7,969,Gold,叶汇亘,牛彦栋,谢岳良,N,N
13,10,北京交通大学,崂山啤酒酒花,7,1008,Gold,张雨辰,许铮睿,黄奕恒,N,N
14,11,清华大学,人下人下人下人,7,1043,Gold,姜迅驰,曾致远,袁桢淏,N,N
15,,清华大学,浮夸的鹏鹏,7,1050,Gold,周禹,肖士程,苏畅,N,N
16,12,北京航空航天大学,奔跑的小菜鸡,7,1050,Gold,张瑞星,薛欣,陈纪源,N,N
17,,浙江大学,Refrain,7,1562,Gold,冯骁,卢旻昊,褚朱钇恒,N,N
18,,上海交通大学,奥德修斯之筏,6,369,Gold,叶瑶琦,朱玮昊,王照梓,N,N
19,13,湘潭大学,七海千秋,6,506,Gold,刘伟舟,王首勋,谢雅真,N,N
20,14,西安交通大学,渡渡鸟幼儿园,6,510,Gold,杨栋,王之坤,陈业元,N,N
21,15,南京大学,Icdereap,6,527,Gold,姚嘉和,张浩宇,林荣恩,N,N
22,,北京航空航天大学,我不知道.png,6,549,Gold,冯玮琪,廖纪童,牟钰,N,N
23,16,浙江师范大学,红鲤鱼与绿鲤鱼与驴,6,567,Gold,叶佳伟,毛科捷,陈汪怡,N,N
24,17,上海科技大学,未来道具研究所,6,574,Gold,何开,徐鸿图,李文超,N,N
25,18,电子科技大学,UESTC_Guest_WiFi,6,577,Gold,周湘阳,弋竞为,杨贺然,N,N
26,19,中南大学,ACM太难玩了,6,596,Gold,刘峰玮,罗泰帅,黄文豪,N,N
27,,福州大学,给我也整一个,6,629,Gold,洪磊,苏锦程,郑学贵,N,N
28,20,浙江工业大学,铁华团,6,631,Gold,侯潇扬,徐浩凯,李泽昊,N,N
29,21,北京大学,超长宕机,6,675,Gold,周易,王泽州,王颖,N,N
30,22,浙江大学,狂月,6,696,Gold,张静圳,穆梓楠,陈天宇,N,N
31,23,哈尔滨工业大学（深圳）,骗分大队,6,696,Gold,曹杨,沈文,潘思成,N,N
32,,浙大城市学院,童话术士,6,715,Gold,孙华阳,庄博伟,苗皓淇,N,N
33,24,吉林大学,西天取金,6,722,Gold,卢胤,徐小权,陈泽祺,N,N
34,25,北京理工大学,克鲁斯卡尔大战克苏鲁,6,729,Gold,张庚辰,李一文,陈鸿韬,N,N
35,,哈尔滨工业大学,希望气球没事,6,738,Gold,曲喆平,王晟喆,王玺澎,N,N
36,26,山东大学,皮卡丘,6,756,Silver,于涛,刘建东,张烜,N,N
37,,山东大学,没文化和不会写,6,764,Silver,甘安霆,翟鹏翼,陈思辰,N,N
37,27,浙江财经大学,渣男天团,6,797,Silver,刘洁英,周人豪,童沈阳,N,N
39,28,南昌大学,超新星,6,839,Silver,徐梓豪,汪建勋,赖澄宇,N,N
40,29,安徽大学,铜须卡德加,6,878,Silver,余思龙,胡涵之,闵烁,N,N
41,30,中国人民大学,口古合鸟,6,886,Silver,刘书玮,罗碚,陈志朋,N,N
42,31,北京大学,好丽友派,6,898,Silver,刘俊豪,曾言,杭心语,N,N
43,32,华南理工大学,我亲爱的大佬请带带我,6,900,Silver,章子寅,郑冰升,黎伟煊,N,N
44,,杭州电子科技大学,不敢说话,6,931,Silver,任凌昕,石佳玥,金济众,N,N
45,33,华东师范大学,_,6,935,Silver,朱桐,谢嘉东,赵云翔,N,N
46,,香港大学,浑元形意太极门,6,1034,Silver,宋骏凯,林佳貽,王安哲,N,N
47,34,南京大学,源赖氏佐田,5,411,Silver,张天陵,沈俞霖,王予曦,N,N
48,,武汉大学,啊啊啊啊唉,5,421,Silver,岳志澄,王忠涛,蔡旭昀,N,N
49,35,河海大学常州校区,无情铁首,5,456,Silver,余天骋,卢昶舟,陈建洲,N,N
50,,合肥工业大学,摇头熊猫,5,462,Silver,周运沛,李僖郴,陆达明,N,N
51,,南京信息工程大学,咕咕咕,5,485,Silver,李文韬,沈逸凡,黄兴睿,N,N
52,36,青岛科技大学,三尺剑,5,503,Silver,李泉志,解焜焱,马英杰,N,N
53,37,天津大学,熊出没,5,505,Silver,何志凌,张辰宇,李书乐,N,N
54,38,杭州电子科技大学,我们都有光明的前途,5,506,Silver,万仞峰,刘铭洁,郑伊杰,N,N
55,39,中国科学技术大学,0x03A2C940,5,524,Silver,徐笑阳,邱慕凡,郭一凡,N,N
56,40,复旦大学,自由泳,5,540,Silver,力维辰,孙若诗,马金辰,N,N
57,,华南农业大学,测评机不讲武德,5,541,Silver,傅传蓁,古镇豪,许一凡,N,N
58,41,西南民族大学,新旺仔一家,5,560,Silver,丁浩楠,徐嘉宸,蒋弦峰,N,N
59,42,中国石油大学（华东）,荧光闪烁,5,588,Silver,张森,赵成,郭楠,N,N
60,43,北京航空航天大学,合法字符串,5,596,Silver,姜一凡,王赵安,蒋贤蒙,N,N
61,44,山东理工大学,lzz上分之旅,5,597,Silver,周煜浩,张林,林瑞泽,N,N
62,45,南京邮电大学,三相之力,5,612,Silver,刁煜凡,柏广凡,陈锐,N,N
63,,香港科技大学,節約能源:)上一層落兩層請使用樓梯,5,622,Silver,张重,温子奇,赵奕喆,N,N
64,46,北京航空航天大学,将来我一定比你聪明比你强,5,628,Silver,常容熇,王梓浔,黄云依,N,N
65,47,华中师范大学,队长女装就是女队了,5,631,Silver,刘一泓,胡婧,黄杉,N,N
66,48,浙江工商大学,能力突出,5,635,Silver,林斌武,王龙,胡柯青,N,N
67,,福州大学,悠锐卡,5,641,Silver,吴少冰,罗继鸿,陈金杰,N,N
68,,山东大学,天青,5,650,Silver,姚传洲,师浩晏,郝继泰,N,N
69,,北京邮电大学,恶魔妈妈买面膜,5,652,Silver,严林,邓翔玮,郑金亮,N,N
69,49,山东科技大学,雷神之子号,5,668,Silver,孙国栋,韩晨晨,齐敬文,N,N
71,50,西安交通大学,说爆零就爆零,5,675,Silver,刘宇轩,郭修屹,陈执镇,N,N
71,50,北京邮电大学,幸福安心养老所,5,678,Silver,林新元,程泓涛,董英杰,N,N
73,,电子科技大学,UESTC_魔法少女,5,685,Silver,周津宇,胡佳金,褚童,N,N
74,52,华中科技大学,翻了这么久一定很累吧,5,693,Silver,余泽坤,叶佳,魏天行,N,N
75,,哈尔滨理工大学,哈理工7队,5,697,Silver,牛仔超,王佳妮,黄弘毅,N,N
76,53,西北工业大学,我直接进行一个题的过,5,711,Silver,李思哲,王岩松,赵一平,N,N
77,,湖南大学,队长喜欢洛天依,5,731,Silver,张聪懿,苏杰,范则鸣,N,N
78,,华东理工大学,我CE了啊，没有A,5,738,Silver,彭博,杭业晟,韩祎,N,N
78,54,北京交通大学,欢乐写假题,5,750,Silver,李远铄,缪新宇,胡越洋,N,N
80,55,武汉大学,队长说ghs不要太明显,5,753,Silver,逄博,郑亮涛,黄艾琳,N,N
81,,华南理工大学,横渡珠江,5,775,Silver,姚焜茗,张天乐,陈俊铭,N,N
82,,北京理工大学,无中生wa,5,791,Silver,孙唯潇,李翰杰,薛阳凯,N,N
83,56,中国地质大学（北京）,更新世界的锋芒,5,799,Silver,刘锦程,易晨竹,王文显,N,N
84,,南京大学,鸽屋咕,5,885,Silver,李博颖,熊丘桓,蔡之恒,N,N
85,,哈尔滨工业大学（深圳）,哈尔冰工厂,5,886,Silver,何宇昂,卢郡然,张新皓,N,N
86,57,浙大宁波理工学院,意式拿铁,5,956,Silver,余建赛,刘东昕,吴亦初,N,N
87,,河南工业大学,我们写的代码都是诗,5,1102,Silver,李维航,计宝,许金龙,N,N
88,58,北京邮电大学,祝你3456没有7,5,1126,Silver,何祯涛,王晓晖,王淇森,N,N
89,59,北京信息科技大学,西片太太今天发狗粮了吗,4,167,Silver,冉青林,司马晨,苏永鑫,N,N
90,,华南理工大学,单推圣人惠,4,188,Silver,梁宇正,莫晓阳,钱晨炼,N,N
91,60,华东师范大学,阿萨打发撒,4,205,Silver,朱睿诚,李云帆,王鼎,N,N
92,,重庆大学,今晚打老虎,4,207,Silver,何翔,蒋云豪,陈适航,N,N
93,,香港大学,潘滴特 奧斯蹄亞,4,243,Silver,姚元悅,李俊諺,梁皓寧,N,N
94,61,重庆邮电大学,未名,4,283,Silver,娄奚文炀,盖中会,黄晨峰,N,N
95,,江苏科技大学,你以为你初始化了,4,303,Silver,夏易辰,王家豪,袁耀,N,N
96,62,华东师范大学,队友看我wa签到,4,303,Silver,朱张弛,汪子凡,汪杰,N,N
97,63,广东工业大学,老爷保号,4,305,Silver,张强,李炜柯,林佳锐,N,N
98,,中南大学,我们去二食堂吃什么,4,323,Silver,刘粲宇,张甫成,陈泽,N,N
98,64,上海大学,起个名字真难,4,344,Silver,周晓凡,施焱,邱凯,N,N
100,,中国科学技术大学,大雾溢出,4,348,Silver,张佳,杨嘉琪,段永熙,N,N
100,,广东工业大学,晨曦的光,4,367,Silver,梁烨荣,蔡诚杰,问永琦,N,N
102,,浙江工业大学,宇称不守恒,4,372,Silver,方泽雨,杨存远,陈志强,N,N
103,65,中南大学,小陀螺,4,379,Silver,唐煜勋,徐君阳,李雨珂,N,N
104,,深圳职业技术学院,鸡你太美,4,393,Silver,胡丹睿,许庆,黎梓维,N,N
105,,中山大学,SYSU_九九八十一,4,397,Silver,王润锋,邵文凯,陈宇浩,N,N
105,66,武汉大学,砸苹果的牛顿,4,407,Silver,杨雨卓,谢可睿,郑云涛,N,N
107,,厦门大学,一杯卡布奇诺,4,407,Bronze,上官玄,周正,徐铭逸,N,N
108,67,哈尔滨工业大学（深圳）,机房老人,4,407,Bronze,井然,周熙言,李源,N,N
109,,电子科技大学中山学院,CDZSC_无情哈拉少,4,409,Bronze,张深,朱凡琦夫,黄炎,N,N
110,,东北大学,星辰,4,410,Bronze,徐振戈,易倪,陈正潇,N,N
111,68,西安电子科技大学,慢慢来,4,413,Bronze,冯瑞森,祝君超,陈德创,N,N
112,69,香港科技大学,维修影印机,4,414,Bronze,任正桐,招朗軒,李鈞陶,N,N
113,,华中师范大学,经典经典经典,4,416,Bronze,姜宇琦,张天翼,陈首翱,N,N
114,70,南阳理工学院,AC小队,4,426,Bronze,李佳男,胡英豪,邹步青,N,N
115,71,北京理工大学,摸鱼两年半,4,433,Bronze,张圃瑒,李明嘉,闫方昭,N,N
116,72,山东大学,GGjidi,4,435,Bronze,周若淼,郑得贤,马一凌,N,N
117,,兰州大学,这步河里,4,435,Bronze,李欣杭,狄农雨,赵坤宇,N,N
118,,南昌大学,大佬带我,4,438,Bronze,曾庆杰,黄京胜,黄昌盛,N,N
119,73,苏州大学,想喝芋圆桂花乌龙珍珠布丁蛋糕奥利奥布蕾玛奇朵奶茶,4,442,Bronze,丁誉洋,乔丹,罗峰,N,N
120,,四川大学,给郭哥哥泡一池子大红袍,4,446,Bronze,吴咏蔚,周雪妍,郭尧,N,N
121,,北京师范大学,人菜瘾大,4,450,Bronze,彭泊词,李邦祺,高艺炜,N,N
122,74,同济大学,电脑一带三,4,450,Bronze,庞鹏瞩,张迪,高天宸,N,N
123,,福州大学,滴答滴答,4,451,Bronze,关文涛,廖陈阳,林铮翔,N,N
124,75,东北大学秦皇岛分校,爱国敬业诚信友善,4,451,Bronze,信海腾,刘琛,杨澜,N,N
125,,南开大学,NAVI,4,453,Bronze,王超星,覃楚杰,黄苏童,N,N
126,76,长安大学,打完比赛去吃黄焖鸡,4,455,Bronze,朱子怡,王尉桦,袁铭蔚,N,N
127,77,上海大学,宝山挖掘机,4,457,Bronze,沈奕翔,王如嫣,邬广星,N,N
128,,中国石油大学（华东）,下把一定紫,4,460,Bronze,张世琛,陈保瑞,黄淳,N,N
129,,上海财经大学,上财_bata_1,4,468,Bronze,张云奎,陈仁杰,韦业超,N,N
130,,东北师范大学,黎明初晓,4,469,Bronze,徐文浩,李嘉琦,童浩龙,N,N
131,78,安徽大学,铁牌分割线,4,469,Bronze,吴昌广,常昊冉,程晗,N,N
131,,南方科技大学,南方科技大学-温特图尔,4,470,Bronze,刘旭坤,李昀镀,黎原朝,N,N
133,,山东大学（威海）,蓝到紫,4,470,Bronze,于帅聪,周鑫,宣启楠,N,N
134,79,国防科技大学,多喝依云,4,472,Bronze,吴佳英,孙启尧,李甲泰,N,N
134,,南方科技大学,南方科技大学-施维茨,4,475,Bronze,任博韬,张子研,邹逸凡,N,N
136,,电子科技大学,UESTC_赤兔马,4,478,Bronze,詹晟,陈俊杰,马旭栋,N,N
137,80,哈尔滨工业大学,明日夜空哨戒班,4,481,Bronze,徐琬,王子恺,王梓尧,N,N
138,81,哈尔滨工业大学,很有精神,4,485,Bronze,付希文,唐浩云,王子奕,N,N
139,,浙江工业大学,ZJUT12,4,488,Bronze,吴雨轩,王浩名,陈尧,N,N
140,,南京邮电大学,CE来带榜,4,489,Bronze,何峰,王健,黄凌浩,N,N
141,82,战略支援部队信息工程大学,人活着就是为了樱岛麻衣&总之由崎司就是非常可爱,4,497,Bronze,孙康羽,张嘉玮,芦笑瑜,N,N
142,83,北京交通大学,万寿无疆队,4,498,Bronze,余彦可,彭彦铭,邱烨卿,N,N
143,84,华中科技大学,东西湖-洪山,4,498,Bronze,邓玉成,郭英才,陈珺骜,N,N
144,85,温州大学,温大一队,4,499,Bronze,杨林韬,王世承,黄凤翔,N,N
145,86,北京理工大学,暴搜流派掌门人,4,505,Bronze,冯凯拓,张成喆,陈思远,N,N
146,,东北师范大学,竹取飞翔,4,507,Bronze,刘一木,史曼玲,李奕凡,N,N
146,87,浙江师范大学,达芬奇骑芬达,4,508,Bronze,胡英豪,苏丁力,陈宇轩,N,N
146,,国防科技大学,造它就完了,4,509,Bronze,刘之昀,叶可扬,杨曜嘉,N,N
149,88,天津大学,大E了啊，没有WA,4,511,Bronze,尹振云,许怿芃,马凯,N,N
150,,广东工业大学,夜之荒芜,4,516,Bronze,孔止,王煜昕,胡晓煜,N,N
151,,江西财经大学,地球往事,4,517,Bronze,刘力溯,王安,黄友民,N,N
152,,浙江农林大学,AC不如跳舞,4,520,Bronze,戴振龙,盛洪涛,韩文康,N,N
153,89,广东工业大学,人工智障,4,524,Bronze,吴政毅,李政锋,王若楠,N,N
153,,南开大学,雨湖,4,526,Bronze,刘佳浩,庄泽琰,高文畅,N,N
155,90,山东科技大学,渡鸦号,4,527,Bronze,张智升,张泺陶,郑家伟,N,N
156,91,成都信息工程大学,素毛肚,4,531,Bronze,程彦博,陈怡兵,陈敬龙,N,N
157,,中国计量大学,年年有今日,4,533,Bronze,孙煜海,毛雨辰,甘宇琦,N,N
158,92,长沙理工大学,他们说随便起,4,536,Bronze,刘帅,易斯龙,陈彬彬,N,N
159,,广州大学,海的那边是自由,4,540,Bronze,卢飞龙,杨栋材,赵端浩,N,N
160,,西北工业大学,69岁，是acmer,4,546,Bronze,曾豪,李传越,李喆元,N,N
161,,厦门大学,我艾希不讲武德,4,546,Bronze,赖彦丞,邱宇航,陈潇,N,N
161,,四川大学,浑元朋克2077,4,550,Bronze,珠齐明,秦文杰,陈申洋,N,N
163,,湖南工业大学,A完这题去骑车,4,551,Bronze,彭毓新,王俊,钱裕隆,N,N
164,93,北华大学,北极星,4,554,Bronze,吴嘉帅,李宁,王颖,N,N
165,94,河南理工大学,三届铁匠齐上阵,4,565,Bronze,张乔然,胡定宇,赵猛,N,N
166,,北京林业大学,北林38队,4,565,Bronze,周恩杰,康旭,陈浩翔,N,N
166,95,杭州电子科技大学,帝企鹅宝宝,4,571,Bronze,柯瑞阳,符振皓,罗汉东,N,N
166,,东南大学,我说我是乱打的,4,581,Bronze,孙毅远,左鸿宇,闻深博,N,N
169,96,河北工业大学,铁牌镀铜,4,582,Bronze,刘博韬,刘恒星,李宗阳,N,N
170,97,华南理工大学,零号行星群,4,591,Bronze,欧幸绮,江熠玲,潘金星,N,N
171,,同济大学,济鶸,4,601,Bronze,姚雨翔,屈靖恩,潘景祥,N,N
172,98,吉林大学,白色相簿2.0,4,604,Bronze,周元琛,邵永康,陈科桦,N,N
173,99,西北工业大学,高强度水群,4,605,Bronze,吴秋鹏,许洲宁,陈元骏,N,N
174,,河南大学,他说我们是乱打的,4,610,Bronze,徐孝康,晁佳豪,郑云飞,N,N
175,,四川大学,随机,4,613,Bronze,刘沛雨,孙昊,谢子昂,N,N
176,,武汉理工大学,team007,4,629,Bronze,化子烁,廖佐友,张明阳,N,N
177,100,国防科技大学,今天又要检查甚么内务,4,632,Bronze,左传奇,李天豪,李鑫鹏,N,N
178,,江苏理工学院,雀力日进,4,637,Bronze,周泳晨,李可扬,沈宇辰,N,N
179,,南京理工大学,辛夷桂旗队,4,637,Bronze,郭佳樊,陈涣焕,黄梓颐,N,N
180,,湖南科技大学,WA的一声哭出来,4,641,Bronze,张之卓,杨磊,郭智侯,N,N
180,,武汉理工大学,线性同鱼,4,643,Bronze,俞智缤,刘畅,成相璋,N,N
182,,东北大学秦皇岛分校,嘭哈啵,4,643,Bronze,姚鉴航,潘良源,邹国煌,N,N
183,,南京理工大学,三只小熊饼干,4,647,Bronze,朱耀辰,董平,钟涵文,N,N
183,,湘潭大学,放课后代码时间,4,651,Bronze,刘帅,姜思维,陈智杰,N,N
185,,青岛科技大学,蒟蒻一队,4,653,Bronze,姚善智,胡云涛,陈鸿博,N,N
185,,东华大学,一人一组,4,655,Bronze,严涵,林涛,田钦中,N,N
187,,浙江师范大学,拾金不昧,4,656,Bronze,丁宇洋,汤浙栋,马嘉斌,N,N
188,101,北京交通大学,马克思主义基本原理概论,4,664,Bronze,张世昕,张天宇,汪迟克雷,N,N
188,,深圳大学,ac_player,4,666,Bronze,丁潇杰,连泽锋,邓昌俊,N,N
190,102,上海大学,Runtime Error,4,668,Bronze,徐正阳,李奕帆,邓馨,N,N
191,,苏州大学,为什么不在独墅湖训练,4,677,Bronze,李秉千,郑悦薇,陈可迪,N,N
192,103,电子科技大学,幼儿园大班,4,678,Bronze,唐钰晨,牟语嫣,陈菲菲,N,N
193,104,西安交通大学,白板面包,4,684,Bronze,孙路,张骏扬,王彦博,N,N
193,,桂林电子科技大学,珰珰珰珰,4,686,Bronze,宁申恺,李立,苏一水,N,N
195,,哈尔滨工程大学,死亡发际线,4,690,Bronze,朱霄,陈晓龙,陈熹,N,N
196,105,宁波大学,打BUG呢？,4,694,Bronze,张思瀚,徐浩楠,徐玮嘉,N,N
197,,东北林业大学,二息步行,4,697,Bronze,方震,李一辰,邱科悦,N,N
197,,大连理工大学,优哉游哉,4,700,Bronze,余澍莘,卢品仁,杨朗,N,N
199,106,青岛大学,果然萌,4,716,Bronze,曾濛,陈振国,黄欣然,N,N
200,107,中国海洋大学,哥，咱家又WA啦,4,716,Bronze,单岳超,徐凯新,杜翔宇,N,N
201,108,西南科技大学,发落皈依，卿容犹记,4,743,Bronze,何思磊,吴宇宏,张宇含,N,N
