Rank,School Rank,School,Team,Solved,Penalty,Medal,Member1,Member2,Member3,Unofficial,Girl
1,1,西安交通大学,渡渡鸟幼儿园,11,1553,Gold,杨栋,王之坤,陈业元,N,N
2,2,浙江大学,幽灵乐团,10,1099,Gold,唐嘉辰,李昌栋,黎伟诺,N,N
3,3,清华大学,窗边明月,10,1148,Gold,徐翊轩,杨骏昭,陈孙立,N,N
4,4,北京大学,校门外歪脖树上的鸽子,10,1151,Gold,吴清月,罗煜翔,胡晋侨,N,N
5,,杭州电子科技大学,五点共圆,10,1336,Gold,祝之禺,陈惇显,顾奕臻,N,N
6,5,北京大学,__,10,1528,Gold,张宇博,王子健,陆宇暄,N,N
7,6,南京邮电大学,Cirtrus,10,1750,Gold,何乐晗,陈以信,陈天,N,N
8,,北京大学,一塔湖图,9,896,Gold,方尤乐,陈威宇,黄兆鋆,N,N
9,7,北京交通大学,芜湖菜,9,1084,Gold,吴泽航,胡雨轩,蔡伟斌,N,N
10,8,北京邮电大学,零叉八C,9,1249,Gold,孙明志,林麒,梁昊骞,N,N
11,,清华大学,三杯两盏咸酒,9,1478,Gold,夏天睿,张正非,郎思轲,N,N
12,9,上海交通大学,竖起天线,9,1491,Gold,潘开森,石昕怡,翟明舒,N,N
13,10,华侨大学,红日初升,9,1573,Gold,徐聪,赵雨扬,郑量,N,N
14,11,复旦大学,阿凡提的小毛驴快跑,9,1589,Gold,王韵哲,聂绍珩,陆佳艺,N,N
15,12,郑州大学,有被而来,9,1602,Gold,张四维,苏同,陈洋,N,N
16,,北京邮电大学,常数抛光机,9,1853,Gold,柳畅,范珈诚,陈程,N,N
17,,浙江大学,无人知晓的队伍名称,8,707,Gold,凌子恒,樊睿,龙香遇,N,N
18,13,电子科技大学,新月玫瑰,8,859,Gold,彭俊强,梁子辉,熊子良,N,N
19,14,南方科技大学,南方科技大学-阿尔高,8,978,Gold,周珈伊,董廷臻,陈浩然,N,N
20,15,吉林大学,世末鸽者,8,1127,Gold,周栩航,王品欢,过思齐,N,N
21,16,北京航空航天大学,试炼者,8,1184,Gold,肖思炀,陈铭煊,龙鹏宇,N,N
22,17,中国科学技术大学,罚时要罚到无穷,8,1240,Gold,吕泽龙,周南翔,曾相如,N,N
23,18,华东师范大学,二环己基碳二亚胺,8,1247,Gold,杨弘,毛博超,王子涵,N,N
24,19,上海交通大学,欧文艾迪,8,1351,Gold,杨烨程,董易昕,金凌啸,N,N
25,,中国人民解放军国防科技大学,重生,8,1387,Gold,亢世嘉,方家琦,邱昊中,N,N
26,20,复旦大学,FCT太难啦,8,1389,Gold,傅尔正,田翔宇,程鹏志,N,N
27,,浙江师范大学,师傅把妖怪抓走了,8,1399,Gold,余知航,周天辰,陈卓丞,N,N
28,21,北京邮电大学,鸿蒙,7,828,Gold,刘涛,段锦宇,谭海川,N,N
29,,北京大学,代码养生学,7,840,Gold,司嘉祺,周书予,李佳衡,N,N
30,,同济大学,机械化就输不了,7,855,Gold,姜梓恒,王宇其,赵屹雄,N,N
31,22,中国科学院大学,退役老年观光团,7,927,Gold,傅宣登,沈云汉,陈天乐,N,N
32,,北京航空航天大学,仰望星空,7,951,Gold,宋航洋,沈中海,邹增禹,N,N
33,23,东南大学,超高校级的打铁爆零,7,977,Gold,殷开颜,范之闽,郑祎凡,N,N
34,24,南京邮电大学,宝键锋从磨砺出,7,1025,Gold,李清远,王一权,赵一舟,N,N
35,,哈尔滨工程大学,撒网摸鱼,7,1061,Gold,李健楠,赵子琦,赵熠扬,N,N
36,25,湖南文理学院,两级反转,7,1162,Silver,吴宇斌,唐京,谭杨盈,N,N
37,26,复旦大学,黑色骑士团,7,1181,Silver,刘嘉辰,温昕岳,高庆麾,N,N
38,27,青岛大学,AC钙奶,7,1186,Silver,任树冰,赵鑫,马明皓,N,N
39,28,浙江工业大学,明日之盛,7,1203,Silver,杨俊尧,莫清宇,董烨,N,N
40,,厦门大学,你又会了,7,1209,Silver,吴朱冠宇,常少哲,王环,N,N
41,,东华大学,华东大学二队,7,1215,Silver,吴迪,方荥荣,郁宙,N,N
42,29,上海交通大学,正道的光,7,1252,Silver,洪熠佳,王硕,赵启元,N,N
43,30,哈尔滨工业大学,皆大欢喜,7,1285,Silver,唐贝利,颜伟业,黄逸,N,N
44,31,香港大学,赛博大学人会梦到空中云课堂么,7,1304,Silver,刘柏成,吕治衡,姜佳禾,N,N
45,32,中山大学,秉烛,7,1305,Silver,庄天衢,黄途亮,黄雨庭,N,N
46,33,北京理工大学,ddl战神,7,1822,Silver,朱子林,林恺,邹知秋,N,N
47,34,南京理工大学,跃迁引擎,6,538,Silver,徐杨世杰,王兵,颜俊梁,N,N
48,,南昌大学,超新星,6,611,Silver,徐梓豪,汪建勋,赖澄宇,N,N
49,,上海交通大学,希神始缘,6,618,Silver,季利恒,徐凯亮,陈和达,N,N
50,35,哈尔滨工业大学（深圳）,骗分大队,6,724,Silver,曹杨,沈文,潘思成,N,N
51,36,湖南大学,图一乐,6,729,Silver,欧健,王文斌,陈雨航,N,N
52,37,清华大学,如此队名，如何AC？,6,736,Silver,任清宇,张艺缤,迟凯文,N,N
53,38,哈尔滨理工大学,哈理工6队,6,742,Silver,吴国庆,杨睿,鞠永全,N,N
54,39,北京理工大学,putchar,6,790,Silver,徐子懋,杨思远,龙水彬,N,N
55,,哈尔滨工程大学,你们队名就叫这个呀,6,791,Silver,唐益,彭金浩,罗先镇,N,N
56,40,南京大学,吊打yyb,6,797,Silver,欧丰宁,邹忠奇,陈晓,N,N
57,41,长沙理工大学,男同竟在我身边,6,879,Silver,李行,潘成,龙佳,N,N
58,,中国石油大学（华东）,狗蛋无敌,6,881,Silver,刘德鑫,臧怡茹,陈怡霖,N,N
59,42,中国人民大学,我舅知道！,6,916,Silver,丁海鹏,徐炜,杨铭基,N,N
60,,湘潭大学,我们教练会出签到题,6,948,Silver,袁泽,贺强,雷智凯,N,N
61,43,北京航空航天大学,地址过低,6,971,Silver,李英龙,胡琎,陈源,N,N
62,44,北京理工大学,暴搜流派掌门人,6,1029,Silver,冯凯拓,张成喆,陈思远,N,N
63,,浙江大学,国服前50,6,1040,Silver,周屹赫,赵广泽,陈彦博,N,N
64,,哈尔滨工程大学,R.M.T,6,1050,Silver,张凌源,徐子涵,肖帆,N,N
65,,电子科技大学,信竞归来人,6,1114,Silver,喻鹏云,朱铖昊,杜康睿,N,N
66,,西安电子科技大学,答案,6,1145,Silver,施鹏飞,李世冬,王孟晞,N,N
67,45,南方科技大学,南方科技大学-奥奈克斯,6,1147,Silver,尹沛骐,汪泱泱,龙瀚,N,N
68,,河海大学,埃派克斯瑞星,6,1155,Silver,张星宇,裴天一,高康悦,N,N
69,,北京邮电大学,见到你很高兴,6,1348,Silver,刘东岫,欧睿泽,罗子霄,N,N
70,,中国人民大学,0sAC人,6,1364,Silver,农钧翔,李林豇,王成瑞,N,N
71,46,华南理工大学,我不是说了码力要平均值吗?,5,363,Silver,张以恒,熊腾浩,陈卓文,N,N
72,,哈尔滨工业大学（威海）,Keyb0ardInterrupt,5,461,Silver,吴家铭,唐泓煊,陈靖昌,N,N
73,,北京航空航天大学,辉夜大小姐想让我AC,5,495,Silver,崔绍锞,张羿凡,闵家旭,N,N
74,47,中国石油大学（华东）,手撕题面,5,550,Silver,李博,柳泉旭,赵广旬,N,N
75,48,西南科技大学,Endless,5,573,Silver,宋毅,杨明发,程凌峰,N,N
76,49,暨南大学,问题不大,5,586,Silver,张羡凡,李煌,蔡洁萍,N,N
77,,西北农林科技大学,WAWA机,5,593,Silver,王明栋,蔡祺峰,赵志新,N,N
78,,上海理工大学,明治十七年的上海爱丽丝,5,624,Silver,任灏贇,毛璇,王必成,N,N
79,50,四川大学,码老师，发生肾麽事了？,5,631,Silver,罗庚欣,赵振江,鲁一丁,N,N
80,51,吉林大学,Nan上加Nan,5,649,Silver,张轶博,方涵斌,李祯浩,N,N
81,,天津大学,阿巴阿巴阿巴,5,664,Silver,李皓民,李睿智,肖浩翔,N,N
81,,四川大学,铬尻魔理沙,5,668,Silver,向宇,张新,申城铭,N,N
83,52,中山大学,星辰调色板,5,671,Silver,张展邦,谭嘉伟,颜府,N,N
84,,浙江工业大学,耶梦加得,5,675,Silver,周阳,张祎龙,戚梦赞,N,N
85,53,东北大学,九九八十一,5,678,Silver,刘添夷,岳崇建,邱晓鹏,N,N
86,,中北大学,判题机你不讲武德,5,679,Silver,唐湘博,王碧辉,蓝褆,N,N
87,54,杭州师范大学,四面杵鸽,5,679,Silver,包敏,孙周毅,魏炜,N,N
88,55,杭州电子科技大学,FlaMinG0,5,682,Silver,彭志远,杨凌涵,杨子江,N,N
89,56,中国人民解放军国防科技大学,多喝依云,5,685,Silver,吴佳英,孙启尧,李甲泰,N,N
90,57,中南大学,湖南师范大学-1队,5,694,Silver,刘粲宇,张甫成,陈泽,N,N
91,,浙大宁波理工学院,随便,5,695,Silver,王麒笙,谢宇翔,陈炯烈,N,N
92,58,重庆邮电大学,老八秘制小汉堡,5,695,Silver,严齐平,张子旋,张潇尹,N,N
93,59,南京大学,名字短一点的筛凝艾慕,5,705,Silver,周子杰,陈思睿,黄新炜,N,N
94,,宁波大学,噼哩啪啦，叽哩呱啦，呼噜哗啦,5,718,Silver,余嘉瑜,俞智超,曾佳敏,N,N
95,60, 西北工业大学,日暮山水,5,725,Silver,崔力,蔡江东,邵怡阳,N,N
95,60,南京航空航天大学,yyb后援团,5,729,Silver,吕俊琪,姚有健,黄振,N,N
97,62,东北大学,耗子喂汁,5,759,Silver,徐士惠,杨博,袁乾宸,N,N
98,63,河南大学,我们可不是乱打的,5,784,Silver,张雪倩,徐孝康,晁佳豪,N,N
99,64,哈尔滨学院,可乐鸡,5,787,Silver,杨轶男,金勤超,陈灿华,N,N
99,,中国人民解放军国防科技大学,ALPC_作风优良,5,820,Silver,张珂豪,邱纯硕,陈斯隆,N,N
101,,天津大学,三个两百多斤的嘤国大理石,5,822,Silver,付瑞丰,刘睿,王彦淞,N,N
102,,中南大学,摸鱼自动机,5,856,Silver,周霄羽,张皓然,黄道煜,N,N
103,65,武汉大学,啊这,5,900,Silver,向雅欣,杨之典,林蒙,N,N
104,66,安徽大学,塞尔达真好玩,5,900,Silver,冯文龙,徐雪健,闵烁,N,N
105,,湖南科技大学,代码奔腾,5,916,Silver,周子盛,秦豪远,陈思源,N,N
106,,华东师范大学,一小时真男人,5,923,Bronze,安育东,王晨恺,章兆萌,N,N
107,,浙江工业大学,ZJUT11,5,934,Bronze,张宇翔,李亚伦,陈洁怡,N,N
108,67,哈尔滨工业大学（深圳）,冰糖屋,5,937,Bronze,吴泽楷,唐楷杰,李彬昌,N,N
109,,西南大学,swu_New,5,987,Bronze,余少尉,秦凯鑫,陈雯丽,N,N
110,68,同济大学,五岁来打acm,5,1087,Bronze,夏文勇,孙弘毅,彭瀚,N,N
111,69,华东交通大学,为什么又要起队名,5,1889,Bronze,常远帆,罗子涵,黄宇廷,N,N
112,,中国矿业大学（北京）,淡黄的长裙,4,300,Bronze,李瑞杰,樊汶林,金坤,N,N
113,70,电子科技大学,UESTC_AIR,4,325,Bronze,王浩舟,郑皓瑞,郝益民,N,N
114,,长沙理工大学,不知道一个随便的名字,4,326,Bronze,李良伟,杨琰,杭帆,N,N
115,,中山大学,卡布奇诺,4,334,Bronze,曾比,梁励,连宇腾,N,N
116,71,哈尔滨理工大学,哈理工2队,4,336,Bronze,段学松,牛仔超,陈仁苗,N,N
117,,北京理工大学,迪杰斯特拉大战特斯拉,4,340,Bronze,张翼飞,赵予唯,邓飞,N,N
118,,苏州大学,T34,4,348,Bronze,于立恒,王庞智,王志庞,N,N
119,,广东工业大学,晨曦的光,4,348,Bronze,梁烨荣,蔡诚杰,问永琦,N,N
120,,山东师范大学,四级没过,4,366,Bronze,张立坤,许世豪,隋龙宇,N,N
121,,中北大学,仨人俩演,4,366,Bronze,李东昆,李跃龙,郭晓莉,N,N
122,72,北京交通大学,快进到和小姐姐约会,4,373,Bronze,刘敬楷,邓修齐,黄泽华,N,N
123,,燕山大学,来自东方的神秘力量,4,378,Bronze,李悠然,李曲铭,陈一铭,N,N
124,73,成都信息工程大学,飞龙在天,4,390,Bronze,宋诚龙,李汶骏,程旭,N,N
125,,贵州大学,拿铁咖啡,4,393,Bronze,刘丙荣,杨广,胡梦昕,N,N
126,74,郑州大学,暗夜冷锋,4,399,Bronze,安凌翔,章龙,郭郑兴,N,N
127,75,华南师范大学,评测失败,4,402,Bronze,何智聪,容加林,罗志豪,N,N
128,,杭州电子科技大学,我们都有光明的前途,4,403,Bronze,万仞峰,刘铭洁,郑伊杰,N,N
129,76,浙江科技学院,启发式合并,4,410,Bronze,林国健,沈序戎,龙旭,N,N
130,, 西北工业大学,松活弹抖闪电鞭,4,412,Bronze,刘成文,张浩,黄凯勋,N,N
131,77,吉林大学,群鸟将至,4,419,Bronze,刘润衡,杜小龙,贾林瀚,N,N
132,78,广东工业大学,人工智障,4,425,Bronze,吴政毅,李政锋,王若楠,N,N
133,,浙江工业大学,一个梦想两个梦想三个梦想,4,432,Bronze,徐伟峰,汤启喆,王雪龙,N,N
133,79,广西大学,芥末火锅,4,451,Bronze,李承轩,李韵锋,陈明,N,N
133,79,中国地质大学（武汉）,未来城,4,451,Bronze,于桐,付欣宇,何永鑫,N,N
136,81,南京航空航天大学,我全都要,4,451,Bronze,吴家庆,晏开文,沈凌翔,N,N
137,82,山东理工大学,坚果类奶棒,4,455,Bronze,李赛龙,贾国良,郭训江,N,N
138,,浙大城市学院,昨夜萤火,4,463,Bronze,何勇杰,章立晨,颜智瑶,N,N
138,,南阳理工学院,AC小分队,4,467,Bronze,李脉哲,韩钢,黎龙洋,N,N
140,,杭州师范大学,这波你在第几层,4,475,Bronze,朱湖健,邱龙风,陆家辉,N,N
141,,南京邮电大学,咱家要有钱了,4,475,Bronze,任鹏,刘嘉怡,祁佳怡,N,N
142,83,天津大学,五排吗？带上瑶瑶吧,4,484,Bronze,张思淼,袁雪凝,郑致远,N,N
143,,惠州学院,绽华之刻,4,485,Bronze,张仲轩,符智基,陈欣然,N,N
144,,长安大学,查询群内二次元浓度,4,490,Bronze,罗瑾昀,谢欢,韩耀东,N,N
144,,福州大学,海底捞全款买单,4,491,Bronze,孔铖晗,林鑫,游世伟,N,N
146,84,哈尔滨理工大学,哈理工12队,4,497,Bronze,邓培至,郑然,马英杰,N,N
147,85,南方科技大学,南方科技大学——卢加诺,4,503,Bronze,何宗翰,蔡于飞,许天淇,N,N
148,86,山东理工大学,lzz上分之旅,4,505,Bronze,周煜浩,张林,林瑞泽,N,N
149,,中国地质大学（武汉）,锦程街68号,4,506,Bronze,李光泽,蒋博韬,雷宇辰,N,N
150,87,东北师范大学,碎月,4,506,Bronze,段木多,陈胤儒,高赫然,N,N
151,88,华中师范大学,锅锅锅,4,509,Bronze,冯锦天,王毅,赵承远,N,N
151,,山东理工大学,千寻,4,515,Bronze,刘家宁,张布昂,梁纪俊,N,N
153,,南京信息工程大学,守护全宇宙最好的晗晗,4,521,Bronze,冯超宇,刘子晗,虞千迪,N,N
154,89,中国科学院大学,给大佬递JAVA,4,523,Bronze,宋宇轩,张玉龙,薛泓彦,N,N
155,,中山大学,O泡果奶,4,525,Bronze,张涛麟,方展鸿,陈银超,N,N
156,,湖南科技大学,匿名群友,4,527,Bronze,孙庞博,汤越凡,董亮作,N,N
156,,西南交通大学,phantom type,4,530,Bronze,宋毅飞,应豪,江胤佐,N,N
158,,南京航空航天大学,南航X队,4,531,Bronze,朱天齐,胡天豪,茅涵俊,N,N
159,,长春理工大学,花家赘婿,4,533,Bronze,张晓成,李龙,林永琪,N,N
160,90,浙江科技学院,一代鸽王,4,537,Bronze,朱俊辉,杨昊,虞浩然,N,N
160,90,浙大城市学院,败者食尘,4,538,Bronze,吕博图,童鑫聪,邓皓文,N,N
162,,南京航空航天大学,五十包邮出队友黑屏开不了机的NS,4,545,Bronze,曾伟,蒲亮兮,许羽晟,N,N
162,,哈尔滨工程大学,队名太难取,4,546,Bronze,宋启平,毕鹏强,罗一婷,N,N
164,,广东工业大学,平砍连击带顺劈,4,546,Bronze,李晓成,潘敏忠,钟智锋,N,N
